Name;CurrentPrice;FullPrice;Shop;ShopAddr;Category;PreviewImg;FullImg;Url
Букет из белых роз 15 шт;2490.000000;2490.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzEzL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTguMTY4NTYwJTJCMDAlM0EwMC8zMDgzMjcxM18xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzEzL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTguMTY4NTYwJTJCMDAlM0EwMC8zMDgzMjcxM18xLmpwZw==.jpg;https://sbermarket.ru/products/30832713-buket-iz-belyh-roz-15-sht-d5da898
Букет из тюльпанов 15 шт;2390.000000;2390.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI4L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMTMuNTc0MDc3JTJCMDAlM0EwMC8zMDgzMjcyOF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI4L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMTMuNTc0MDc3JTJCMDAlM0EwMC8zMDgzMjcyOF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832728-buket-iz-tyul-panov-15-sht-1e1c5d9
Букет из белый лисиантус 15 шт;5990.000000;5990.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzAyL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDUuNDc4ODU3JTJCMDAlM0EwMC8zMDgzMjcwMl8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzAyL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDUuNDc4ODU3JTJCMDAlM0EwMC8zMDgzMjcwMl8xLmpwZw==.jpg;https://sbermarket.ru/products/30832702-buket-iz-belyy-lisiantus-15-sht-195bd5f
Букет из белых роз 25 шт;3590.000000;3590.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzAwL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDMuMjM1MTYwJTJCMDAlM0EwMC8zMDgzMjcwMF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzAwL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDMuMjM1MTYwJTJCMDAlM0EwMC8zMDgzMjcwMF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832700-buket-iz-belyh-roz-25-sht-a71db83
Букет микс из тюльпанов 51 шт;7190.000000;7190.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzExL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTUuODc0MDk3JTJCMDAlM0EwMC8zMDgzMjcxMV8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzExL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTUuODc0MDk3JTJCMDAlM0EwMC8zMDgzMjcxMV8xLmpwZw==.jpg;https://sbermarket.ru/products/30832711-buket-miks-iz-tyul-panov-51-sht-84fd130
Букет из белых роз 101 шт;13790.000000;13790.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNjk5L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDIuMTk0MTE0JTJCMDAlM0EwMC8zMDgzMjY5OV8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNjk5L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDIuMTk0MTE0JTJCMDAlM0EwMC8zMDgzMjY5OV8xLmpwZw==.jpg;https://sbermarket.ru/products/30832699-buket-iz-belyh-roz-101-sht-5fb591e
Букет микс из тюльпанов 25 шт;3390.000000;3390.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzEwL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTQuNDM4NjQ4JTJCMDAlM0EwMC8zMDgzMjcxMF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzEwL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTQuNDM4NjQ4JTJCMDAlM0EwMC8zMDgzMjcxMF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832710-buket-miks-iz-tyul-panov-25-sht-2920c0a
Букет из белый лисиантус 15 шт;5990.000000;5990.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE0L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTkuMDE5MDI3JTJCMDAlM0EwMC8zMDgzMjcxNF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE0L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTkuMDE5MDI3JTJCMDAlM0EwMC8zMDgzMjcxNF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832714-buket-iz-belyy-lisiantus-15-sht-14d599e
Букет микс мини из гвоздик 15 шт;1990.000000;1990.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE4L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDMuNDgzNzIxJTJCMDAlM0EwMC8zMDgzMjcxOF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE4L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDMuNDgzNzIxJTJCMDAlM0EwMC8zMDgzMjcxOF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832718-buket-miks-mini-iz-gvozdik-15-sht-64db8d9
Букет из белых роз 51 шт;6990.000000;6990.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzIyL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDcuNTk2ODY5JTJCMDAlM0EwMC8zMDgzMjcyMl8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzIyL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDcuNTk2ODY5JTJCMDAlM0EwMC8zMDgzMjcyMl8xLmpwZw==.jpg;https://sbermarket.ru/products/30832722-buket-iz-belyh-roz-51-sht-c3aeedd
Букет из белой гипсофилы 9 шт;3190.000000;3190.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA1L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDguNzcyNzI5JTJCMDAlM0EwMC8zMDgzMjcwNV8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA1L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDguNzcyNzI5JTJCMDAlM0EwMC8zMDgzMjcwNV8xLmpwZw==.jpg;https://sbermarket.ru/products/30832705-buket-iz-beloy-gipsofily-9-sht-18ff300
Букет из белых лилий 7 шт;3990.000000;3990.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE5L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDQuNjczMjY0JTJCMDAlM0EwMC8zMDgzMjcxOV8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE5L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDQuNjczMjY0JTJCMDAlM0EwMC8zMDgzMjcxOV8xLmpwZw==.jpg;https://sbermarket.ru/products/30832719-buket-iz-belyh-liliy-7-sht-e4bd696
Букет из белых хризантем 11 шт;3500.000000;3500.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE2L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDEuMjc1NDExJTJCMDAlM0EwMC8zMDgzMjcxNl8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE2L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDEuMjc1NDExJTJCMDAlM0EwMC8zMDgzMjcxNl8xLmpwZw==.jpg;https://sbermarket.ru/products/30832716-buket-iz-belyh-hrizantem-11-sht-fc30744
Букет из красных гвоздик 10 шт;1490.000000;1490.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA4L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTIuMjYwNjE4JTJCMDAlM0EwMC8zMDgzMjcwOF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA4L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTIuMjYwNjE4JTJCMDAlM0EwMC8zMDgzMjcwOF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832708-buket-iz-krasnyh-gvozdik-10-sht-cabcf2f
Букет микс из хризантем 11 шт;3500.000000;3500.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI3L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMTIuNzkyODAwJTJCMDAlM0EwMC8zMDgzMjcyN18xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI3L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMTIuNzkyODAwJTJCMDAlM0EwMC8zMDgzMjcyN18xLmpwZw==.jpg;https://sbermarket.ru/products/30832727-buket-miks-iz-hrizantem-11-sht-f74bda4
Букет из белых гипсофил 15 шт;4790.000000;4790.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI0L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDkuODQ0NTYyJTJCMDAlM0EwMC8zMDgzMjcyNF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI0L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDkuODQ0NTYyJTJCMDAlM0EwMC8zMDgzMjcyNF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832724-buket-iz-belyh-gipsofil-15-sht-ddcb3fa
Букет микс мини из гвоздик 25 шт;2990.000000;2990.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA5L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTMuNTk0MDQ0JTJCMDAlM0EwMC8zMDgzMjcwOV8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA5L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTMuNTk0MDQ0JTJCMDAlM0EwMC8zMDgzMjcwOV8xLmpwZw==.jpg;https://sbermarket.ru/products/30832709-buket-miks-mini-iz-gvozdik-25-sht-3d652d8
Букет из белых лилий 15 шт;8190.000000;8190.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzIwL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDUuNDQzOTY0JTJCMDAlM0EwMC8zMDgzMjcyMF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzIwL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDUuNDQzOTY0JTJCMDAlM0EwMC8zMDgzMjcyMF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832720-buket-iz-belyh-liliy-15-sht-447f5af
Букет из белой гипсофилы 25 шт;7990.000000;7990.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzAxL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDQuNDk4NDU0JTJCMDAlM0EwMC8zMDgzMjcwMV8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzAxL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDQuNDk4NDU0JTJCMDAlM0EwMC8zMDgzMjcwMV8xLmpwZw==.jpg;https://sbermarket.ru/products/30832701-buket-iz-beloy-gipsofily-25-sht-7cf9de4
Букет из белых хризантем 25 шт;7590.000000;7590.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA0L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDcuNzMwNDQ2JTJCMDAlM0EwMC8zMDgzMjcwNF8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA0L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDcuNzMwNDQ2JTJCMDAlM0EwMC8zMDgzMjcwNF8xLmpwZw==.jpg;https://sbermarket.ru/products/30832704-buket-iz-belyh-hrizantem-25-sht-1a56a8d
Букет из белых лилий 11 шт;5890.000000;5890.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzEyL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTYuODU2NTc0JTJCMDAlM0EwMC8zMDgzMjcxMl8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzEyL29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTYuODU2NTc0JTJCMDAlM0EwMC8zMDgzMjcxMl8xLmpwZw==.jpg;https://sbermarket.ru/products/30832712-buket-iz-belyh-liliy-11-sht-d21a639
Букет микс из хризантем 15 шт;4690.000000;4690.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI2L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMTEuNDQ1NzUxJTJCMDAlM0EwMC8zMDgzMjcyNl8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI2L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMTEuNDQ1NzUxJTJCMDAlM0EwMC8zMDgzMjcyNl8xLmpwZw==.jpg;https://sbermarket.ru/products/30832726-buket-miks-iz-hrizantem-15-sht-3d2adc9
Букет микс из хризантем 25 шт;7590.000000;7590.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA2L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDkuOTYyMTIzJTJCMDAlM0EwMC8zMDgzMjcwNl8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA2L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNDkuOTYyMTIzJTJCMDAlM0EwMC8zMDgzMjcwNl8xLmpwZw==.jpg;https://sbermarket.ru/products/30832706-buket-miks-iz-hrizantem-25-sht-741de46
Букет из красных гвоздик 20 шт;2650.000000;2650.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE3L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDIuNzI1MjAwJTJCMDAlM0EwMC8zMDgzMjcxN18xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzE3L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMDIuNzI1MjAwJTJCMDAlM0EwMC8zMDgzMjcxN18xLmpwZw==.jpg;https://sbermarket.ru/products/30832717-buket-iz-krasnyh-gvozdik-20-sht-8692e75
Букет из красных гвоздик 50 шт;7390.000000;7390.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA3L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTEuMjY0MjI4JTJCMDAlM0EwMC8zMDgzMjcwN18xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzA3L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQyJTNBNTEuMjY0MjI4JTJCMDAlM0EwMC8zMDgzMjcwN18xLmpwZw==.jpg;https://sbermarket.ru/products/30832707-buket-iz-krasnyh-gvozdik-50-sht-c9e5c1d
Букет из белых хризантем 15 шт;4690.000000;4690.000000;Цветы Голландии, Карла Маркса;Калининград, Карла Маркса, 98;Букеты цветов;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI1L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMTAuNzE3MjUyJTJCMDAlM0EwMC8zMDgzMjcyNV8xLmpwZw==.jpg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMwODMyNzI1L29yaWdpbmFsLzEvMjAyNC0wMS0zMVQxMiUzQTQzJTNBMTAuNzE3MjUyJTJCMDAlM0EwMC8zMDgzMjcyNV8xLmpwZw==.jpg;https://sbermarket.ru/products/30832725-buket-iz-belyh-hrizantem-15-sht-01cbd99
Сухой корм Grandorf с индейкой для стерилизованных кошек кастрированных котов с чувствительным пищеварением или склонных к аллергии 400 г;1010.000000;1010.000000;Катико, улица Космонавта Леонова;Калининград, улица Космонавта Леонова, 64А;Корма для кошек;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMxNjAzNTQ3L29yaWdpbmFsLzEvMjAyNC0wMi0yMVQyMCUzQTUwJTNBMTguNTc4MDMwJTJCMDAlM0EwMC8zMTYwMzU0N18xLmpwZWc=.jpeg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMxNjAzNTQ3L29yaWdpbmFsLzEvMjAyNC0wMi0yMVQyMCUzQTUwJTNBMTguNTc4MDMwJTJCMDAlM0EwMC8zMTYwMzU0N18xLmpwZWc=.jpeg;https://sbermarket.ru/products/31603547-suhoy-korm-grandorf-s-indeykoy-dlya-sterilizovannyh-koshek-kastrirovannyh-kotov-s-chuvstvitel-nym-pischevareniem-ili-sklonnyh-k-allergii-400-g
Сухой корм Grandorf Adult indoor Lamb & turkey с ягненком и индейкой для кошек 2 кг;2770.000000;2770.000000;Катико, улица Космонавта Леонова;Калининград, улица Космонавта Леонова, 64А;Корма для кошек;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMxNjAxNjg4L29yaWdpbmFsLzEvMjAyNC0wMi0yN1QyMiUzQTI4JTNBNDMuMjM2OTYyJTJCMDAlM0EwMC8zMTYwMTY4OF8xLmpwZWc=.jpeg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMxNjAxNjg4L29yaWdpbmFsLzEvMjAyNC0wMi0yN1QyMiUzQTI4JTNBNDMuMjM2OTYyJTJCMDAlM0EwMC8zMTYwMTY4OF8xLmpwZWc=.jpeg;https://sbermarket.ru/products/31601688-suhoy-korm-grandorf-adult-indoor-lamb-turkey-s-yagnenkom-i-indeykoy-dlya-koshek-2-kg
Влажный корм Sirius лосось с овощами кусочки в соусе для кошек 85 г;279.000000;279.000000;Катико, улица Космонавта Леонова;Калининград, улица Космонавта Леонова, 64А;Корма для кошек;https://imgproxy.sbermarket.ru/imgproxy/size-220-220/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMxNjAxNjc0L29yaWdpbmFsLzEvMjAyNC0wMi0yN1QyMiUzQTI4JTNBMzcuNjQyNTU4JTJCMDAlM0EwMC8zMTYwMTY3NF8xLmpwZWc=.jpeg;https://imgproxy.sbermarket.ru/imgproxy/size-1646-1646/czM6Ly9jb250ZW50LWltYWdlcy1wcm9kL3Byb2R1Y3RzLzMxNjAxNjc0L29yaWdpbmFsLzEvMjAyNC0wMi0yN1QyMiUzQTI4JTNBMzcuNjQyNTU4JTJCMDAlM0EwMC8zMTYwMTY3NF8xLmpwZWc=.jpeg;https://sbermarket.ru/products/31601674-vlazhnyy-korm-sirius-losos-s-ovoschami-kusochki-v-souse-dlya-koshek-85-g-00c4580
